Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,cluster
Female,Loyal Customer,45,Business travel,Business,201,2,2,2,2,3,5,4,5,5,5,5,4,5,3,0,3.0,1
Female,Loyal Customer,7,Personal Travel,Eco,447,3,4,3,2,4,3,4,4,3,5,4,3,5,4,77,88.0,1
Female,Loyal Customer,20,Personal Travel,Eco,187,4,4,4,2,1,4,1,1,4,3,5,3,4,1,0,0.0,0
Female,Loyal Customer,59,Business travel,Business,2291,2,2,2,2,3,4,4,5,5,5,5,5,5,4,12,8.0,1
Female,Loyal Customer,58,Business travel,Eco,588,4,1,1,1,1,4,2,5,5,4,5,4,5,1,0,0.0,1
Male,Loyal Customer,46,Business travel,Business,2104,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0.0,1
Male,Loyal Customer,55,Business travel,Business,2357,2,2,2,2,2,5,4,4,4,4,4,4,4,5,7,0.0,1
Male,Loyal Customer,54,Business travel,Business,2494,0,0,0,5,4,4,4,5,5,5,5,4,5,5,1,0.0,1
Female,Loyal Customer,48,Business travel,Business,1908,4,4,4,4,5,5,4,3,3,3,3,3,3,3,0,0.0,1
Male,disloyal Customer,26,Business travel,Business,1797,2,2,2,3,2,2,1,2,3,5,4,5,5,2,0,0.0,0
Female,Loyal Customer,49,Business travel,Business,2809,4,2,2,2,2,4,4,4,4,3,4,1,4,1,0,0.0,1
Female,Loyal Customer,11,Personal Travel,Eco,353,2,5,2,2,4,2,2,4,5,4,3,4,2,4,20,88.0,0
Male,Loyal Customer,40,Business travel,Eco,164,2,5,5,5,2,2,2,2,2,1,3,1,4,2,98,111.0,0
Female,disloyal Customer,22,Business travel,Eco,967,2,2,2,4,5,2,5,5,2,3,3,2,3,5,12,15.0,1
Female,Loyal Customer,15,Personal Travel,Eco,611,3,4,3,1,1,3,1,1,5,4,5,3,5,1,14,5.0,0
Female,Loyal Customer,51,Business travel,Business,2368,3,5,3,3,4,5,3,5,5,5,5,2,5,1,0,0.0,1
Female,disloyal Customer,20,Business travel,Eco,472,1,4,1,3,5,1,3,5,5,4,5,5,5,5,52,67.0,1
Male,Loyal Customer,34,Business travel,Business,1440,3,3,3,3,4,4,4,5,5,4,4,4,5,4,147,157.0,1
Male,Loyal Customer,9,Business travel,Business,2681,2,3,4,4,2,3,2,2,3,5,3,3,4,2,0,0.0,0
Male,disloyal Customer,24,Business travel,Business,101,0,0,0,1,5,0,4,5,3,2,5,4,4,5,0,0.0,1
Female,Loyal Customer,33,Business travel,Business,2707,4,5,5,5,2,3,4,4,4,4,4,2,4,4,3,6.0,1
Female,Loyal Customer,42,Business travel,Business,1912,2,2,2,2,3,5,5,3,3,4,3,4,3,4,34,20.0,1
Male,Loyal Customer,40,Business travel,Business,440,1,1,1,1,3,4,5,5,5,5,5,4,5,3,0,0.0,1
Male,Loyal Customer,31,Business travel,Business,3021,4,2,2,2,4,4,4,4,3,2,4,4,3,4,46,48.0,1
Female,disloyal Customer,22,Business travel,Business,1033,5,4,5,2,4,5,4,4,4,3,5,3,5,4,0,0.0,1
Female,Loyal Customer,51,Personal Travel,Eco,2106,4,5,4,1,3,5,1,2,2,4,2,4,2,4,0,0.0,0
Male,Loyal Customer,32,Personal Travel,Eco,337,2,5,2,3,5,2,5,5,5,4,5,4,5,5,6,0.0,1
Male,Loyal Customer,48,Business travel,Business,90,3,3,3,3,3,5,5,5,5,5,4,4,5,5,0,4.0,1
Male,Loyal Customer,30,Business travel,Business,2182,5,5,2,5,5,5,5,5,5,5,4,1,2,5,47,88.0,1
Male,Loyal Customer,47,Business travel,Business,1119,1,1,2,1,5,5,4,4,4,4,4,4,4,5,0,6.0,1
Female,Loyal Customer,43,Business travel,Eco Plus,746,3,5,5,5,3,3,3,3,5,3,4,3,2,3,191,239.0,0
Male,Loyal Customer,32,Personal Travel,Eco Plus,799,2,5,2,1,2,2,2,2,2,1,1,1,5,2,27,16.0,0
Male,Loyal Customer,29,Business travel,Eco,2586,4,2,5,2,4,4,4,4,4,5,2,4,3,4,0,0.0,1
Female,Loyal Customer,45,Business travel,Business,2153,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0.0,1
Male,Loyal Customer,46,Business travel,Business,2766,5,5,4,5,2,4,5,4,4,4,4,5,4,5,0,11.0,1
Male,disloyal Customer,20,Business travel,Eco,247,1,0,2,2,2,2,2,2,3,4,5,3,5,2,0,4.0,0
Male,Loyal Customer,48,Personal Travel,Eco,1013,3,5,3,4,2,3,4,2,2,2,3,2,5,2,0,0.0,0
Female,Loyal Customer,40,Business travel,Eco,102,5,1,1,1,5,5,5,5,1,4,4,3,1,5,4,5.0,1
Female,Loyal Customer,31,Personal Travel,Eco,937,1,4,1,3,1,5,5,3,3,5,4,5,4,5,161,168.0,1
Female,Loyal Customer,55,Personal Travel,Eco,599,2,2,2,4,3,3,4,1,1,2,1,2,1,4,0,0.0,0
Male,Loyal Customer,51,Business travel,Business,1643,1,4,4,4,5,4,3,1,1,1,1,3,1,1,0,0.0,0
Female,Loyal Customer,38,Personal Travel,Eco,1874,2,5,2,5,3,2,3,3,4,5,2,5,1,3,0,3.0,0
Female,Loyal Customer,37,Business travel,Business,1778,5,5,5,5,4,4,4,5,5,5,5,4,5,3,3,0.0,1
Female,Loyal Customer,59,Business travel,Business,3959,3,3,5,3,5,4,4,2,2,2,2,4,2,4,5,49.0,1
Male,Loyal Customer,42,Business travel,Business,3434,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,0.0,1
Male,Loyal Customer,57,Personal Travel,Eco,347,1,5,1,1,2,1,2,2,2,2,1,2,4,2,0,0.0,0
Female,Loyal Customer,64,Personal Travel,Business,546,4,3,1,3,5,4,4,3,3,1,3,1,3,3,0,0.0,0
Female,Loyal Customer,24,Business travel,Business,3986,4,5,5,5,4,4,4,4,3,1,3,3,4,4,33,26.0,1
Male,Loyal Customer,26,Personal Travel,Eco,1023,3,1,3,3,2,3,2,2,2,4,4,3,4,2,18,7.0,0
Male,Loyal Customer,58,Business travel,Business,1622,5,5,5,5,4,4,4,4,4,4,4,5,4,5,29,34.0,1
Female,Loyal Customer,58,Business travel,Business,1797,1,1,1,1,5,4,3,1,1,1,1,1,1,1,0,1.0,0
Male,disloyal Customer,26,Business travel,Eco,578,3,3,2,3,2,1,1,1,4,2,1,1,5,1,131,121.0,0
Female,Loyal Customer,58,Business travel,Business,2399,2,5,2,2,3,5,4,5,5,5,5,5,5,5,2,0.0,1
Female,Loyal Customer,39,Business travel,Eco,224,5,5,5,5,5,5,5,5,4,4,3,3,4,5,0,0.0,1
Female,Loyal Customer,40,Business travel,Business,2192,2,2,2,2,2,3,2,2,2,2,2,1,2,1,0,0.0,0
Female,Loyal Customer,10,Business travel,Business,3963,1,1,1,1,1,1,1,1,4,1,2,4,2,1,5,0.0,0
Male,Loyal Customer,38,Personal Travel,Eco,1185,2,2,2,4,2,2,2,2,1,1,3,3,4,2,0,23.0,0
Male,Loyal Customer,53,Business travel,Business,458,2,3,3,3,5,3,4,2,2,2,2,1,2,1,0,0.0,0
Male,Loyal Customer,26,Personal Travel,Eco,925,3,5,3,2,4,3,4,4,4,2,4,4,4,4,0,0.0,1
Male,Loyal Customer,7,Personal Travel,Eco,488,1,4,1,5,2,1,2,2,3,3,5,4,4,2,0,0.0,0
Female,disloyal Customer,33,Business travel,Eco,436,4,1,3,4,5,3,5,5,2,4,4,1,4,5,61,60.0,1
Female,Loyal Customer,21,Business travel,Business,692,1,5,5,5,1,1,1,1,4,1,3,3,4,1,111,102.0,0
Male,Loyal Customer,49,Business travel,Business,1699,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,1
Female,Loyal Customer,39,Business travel,Business,1481,2,2,2,2,4,5,4,3,3,3,3,4,3,4,7,7.0,1
Male,Loyal Customer,34,Personal Travel,Eco,1671,3,5,3,4,3,3,3,3,4,1,3,5,5,3,22,14.0,0
Female,Loyal Customer,60,Business travel,Business,3752,1,1,1,1,5,5,4,4,4,4,4,4,4,5,18,24.0,1
Female,disloyal Customer,23,Business travel,Business,1310,4,0,4,4,1,4,1,1,3,5,4,3,4,1,0,0.0,0
Female,Loyal Customer,8,Personal Travel,Eco,472,4,5,4,3,1,4,1,1,3,2,5,3,4,1,55,50.0,0
Female,Loyal Customer,24,Personal Travel,Eco,604,3,4,2,4,2,2,2,2,5,3,5,3,4,2,0,0.0,0
Male,Loyal Customer,64,Personal Travel,Eco,2409,4,3,5,4,5,5,5,5,1,3,1,5,4,5,0,0.0,1
Male,Loyal Customer,68,Personal Travel,Business,989,4,4,4,4,3,5,4,4,4,4,4,5,4,5,24,24.0,1
Female,Loyal Customer,72,Business travel,Business,1853,1,2,2,2,1,3,3,1,1,1,1,3,1,1,10,24.0,0
Female,Loyal Customer,53,Business travel,Business,2396,5,5,5,5,2,5,5,4,4,4,4,5,4,3,13,23.0,1
Female,disloyal Customer,24,Business travel,Eco,316,3,1,3,4,3,3,3,3,3,2,3,2,4,3,0,0.0,0
Male,Loyal Customer,18,Personal Travel,Eco,1262,1,5,0,2,3,0,3,3,4,4,3,4,5,3,0,0.0,0
Male,disloyal Customer,38,Business travel,Business,452,3,4,4,1,4,4,4,4,5,3,4,5,4,4,3,11.0,1
Male,Loyal Customer,36,Business travel,Eco,241,2,3,3,3,2,2,2,2,5,3,5,2,4,2,0,3.0,0
Male,disloyal Customer,48,Business travel,Business,247,1,1,1,2,4,1,4,4,5,5,4,3,4,4,0,0.0,1
Male,Loyal Customer,45,Business travel,Business,2989,3,3,3,3,4,4,4,3,3,2,3,2,3,3,0,0.0,1
Male,Loyal Customer,49,Business travel,Business,2580,5,5,5,5,5,5,4,3,3,4,3,5,3,4,0,0.0,1
Male,Loyal Customer,25,Business travel,Business,781,4,1,4,4,4,4,4,4,3,2,3,1,4,4,6,9.0,1
Male,Loyal Customer,45,Business travel,Business,1865,5,5,5,5,3,3,5,4,4,5,4,5,4,5,14,11.0,1
Male,Loyal Customer,41,Personal Travel,Eco,861,3,5,3,4,3,3,3,3,4,5,5,5,4,3,0,1.0,1
Male,disloyal Customer,22,Business travel,Business,395,5,3,5,3,5,5,5,5,5,2,4,4,4,5,8,0.0,1
Female,Loyal Customer,18,Personal Travel,Eco,802,2,5,2,5,2,2,2,2,2,1,2,5,5,2,15,5.0,0
Male,disloyal Customer,21,Business travel,Eco,491,1,0,1,3,4,1,4,4,3,5,4,3,3,4,0,0.0,0
Male,Loyal Customer,31,Business travel,Business,2847,4,4,4,4,5,5,5,5,3,4,5,5,4,5,0,0.0,1
Female,disloyal Customer,21,Business travel,Eco,1846,2,2,2,4,5,2,2,5,4,2,3,3,4,5,0,0.0,1
Female,Loyal Customer,39,Personal Travel,Eco,1454,1,4,1,2,4,1,4,4,5,3,5,5,4,4,0,0.0,1
Male,Loyal Customer,45,Personal Travel,Eco Plus,1199,3,4,3,4,1,3,1,1,4,4,3,2,3,1,3,22.0,0
Female,disloyal Customer,30,Business travel,Eco Plus,432,2,2,2,3,3,2,3,3,4,4,5,4,4,3,2,0.0,0
Male,Loyal Customer,53,Business travel,Business,957,1,3,3,3,5,4,3,1,1,1,1,1,1,2,76,70.0,0
Male,Loyal Customer,56,Business travel,Eco,1452,2,5,5,5,2,2,2,2,1,1,3,3,3,2,0,0.0,0
Female,disloyal Customer,35,Business travel,Business,1751,4,3,3,4,2,3,2,2,3,2,3,4,4,2,10,0.0,0
Male,Loyal Customer,45,Business travel,Business,3173,4,4,4,4,2,5,4,3,3,4,5,4,3,5,35,76.0,1
Female,Loyal Customer,48,Personal Travel,Eco,571,3,5,3,2,2,5,5,4,4,3,4,3,4,3,0,0.0,1
Male,disloyal Customer,23,Business travel,Eco,802,3,3,3,2,3,3,3,3,5,5,5,5,5,3,0,0.0,1
Female,Loyal Customer,39,Business travel,Eco Plus,189,4,5,5,5,4,4,4,4,2,2,2,4,3,4,58,60.0,1
Female,Loyal Customer,59,Personal Travel,Eco Plus,404,3,1,3,3,2,3,4,5,5,3,5,3,5,3,0,0.0,1
Male,Loyal Customer,40,Business travel,Business,3025,4,4,4,4,2,2,1,4,4,4,4,3,4,2,0,0.0,0
Male,Loyal Customer,52,Business travel,Business,1595,0,0,0,4,3,5,1,5,5,5,5,5,5,5,0,0.0,1
Male,Loyal Customer,64,Personal Travel,Eco,1488,3,2,3,1,2,3,2,2,2,5,1,1,2,2,0,5.0,0
Male,Loyal Customer,29,Business travel,Business,1440,5,2,5,5,5,4,5,5,3,2,4,5,4,5,0,0.0,1
Male,disloyal Customer,26,Business travel,Business,1389,4,4,4,1,4,4,4,4,5,2,5,3,4,4,13,0.0,1
Male,Loyal Customer,59,Personal Travel,Eco,1197,3,2,3,4,4,3,2,4,2,5,2,4,4,4,8,1.0,1
Female,disloyal Customer,22,Business travel,Eco,802,2,2,2,3,3,2,3,3,1,3,4,1,3,3,0,0.0,0
Male,Loyal Customer,49,Business travel,Business,3615,3,3,3,3,4,4,5,4,4,5,4,5,4,3,2,0.0,1
Male,Loyal Customer,8,Business travel,Business,1464,2,2,2,2,2,3,2,2,1,5,3,1,4,2,0,0.0,0
Male,Loyal Customer,48,Business travel,Business,2818,5,5,2,5,1,4,5,4,4,4,4,4,4,3,0,0.0,1
Male,Loyal Customer,40,Business travel,Eco,241,2,4,2,2,2,2,2,2,2,4,3,2,3,2,0,4.0,0
Male,Loyal Customer,47,Personal Travel,Eco,1192,1,2,1,3,4,1,4,4,4,1,2,4,4,4,0,0.0,0
Male,Loyal Customer,51,Business travel,Business,1701,2,2,2,2,5,5,4,5,5,5,5,3,5,5,2,0.0,1
Male,Loyal Customer,22,Business travel,Business,1346,3,3,3,3,4,4,4,4,4,2,4,4,5,4,2,0.0,1
Male,disloyal Customer,21,Business travel,Eco,620,4,1,4,4,5,4,5,5,4,3,3,2,4,5,8,23.0,1
Female,Loyal Customer,25,Business travel,Business,600,5,5,5,5,5,5,5,3,2,4,5,5,5,5,174,179.0,1
Female,Loyal Customer,52,Business travel,Business,1662,1,1,1,1,4,4,5,5,5,5,5,3,5,4,0,0.0,1
Female,Loyal Customer,51,Personal Travel,Eco,2519,3,2,3,3,5,3,2,1,1,3,1,1,1,3,5,2.0,0
Female,Loyal Customer,49,Business travel,Business,2905,5,5,5,5,5,4,4,2,2,2,2,3,2,5,4,24.0,1
Male,Loyal Customer,31,Personal Travel,Eco,259,2,5,2,5,3,2,3,3,5,5,4,3,5,3,0,0.0,1
Male,Loyal Customer,34,Business travel,Business,2586,1,5,3,5,4,1,1,1,1,1,1,2,1,1,0,0.0,0
Male,Loyal Customer,64,Personal Travel,Eco,290,3,5,3,4,4,3,4,4,4,2,5,3,5,4,0,0.0,1
Female,Loyal Customer,61,Business travel,Eco,216,5,2,2,2,2,1,2,5,5,5,5,2,5,1,0,0.0,1
Female,Loyal Customer,56,Business travel,Business,3904,3,2,2,2,3,3,3,3,3,3,3,3,3,3,30,29.0,0
Male,Loyal Customer,39,Business travel,Eco Plus,227,3,1,1,1,3,2,3,3,2,1,3,3,4,3,0,0.0,0
Female,disloyal Customer,29,Business travel,Business,2296,1,1,1,4,4,1,4,4,4,4,3,3,4,4,0,0.0,1
Female,Loyal Customer,44,Personal Travel,Eco,794,3,2,3,2,5,2,2,3,3,3,3,2,3,4,0,0.0,0
Male,Loyal Customer,40,Business travel,Business,2356,0,4,0,4,5,4,5,4,4,4,4,5,4,4,4,0.0,1
Female,Loyal Customer,34,Business travel,Business,612,2,2,2,2,1,2,1,4,4,4,4,1,4,5,0,0.0,0
Male,Loyal Customer,60,Business travel,Business,677,1,1,1,1,4,4,4,4,3,4,4,4,4,4,174,172.0,1
Female,Loyal Customer,51,Business travel,Business,3629,2,2,2,2,3,5,4,5,5,5,5,3,5,3,0,40.0,1
Male,Loyal Customer,51,Business travel,Business,3993,3,3,3,3,3,4,5,4,4,4,4,3,4,5,24,11.0,1
Male,Loyal Customer,42,Business travel,Eco,803,5,5,5,5,5,5,5,5,2,5,5,3,3,5,0,0.0,1
Female,Loyal Customer,56,Business travel,Eco,1010,4,4,4,4,1,4,4,4,4,4,4,2,4,2,0,7.0,1
Male,Loyal Customer,48,Personal Travel,Eco,214,3,0,3,2,5,3,5,5,3,2,4,3,4,5,106,96.0,1
Male,Loyal Customer,39,Business travel,Business,822,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0.0,1
Male,Loyal Customer,39,Business travel,Business,1784,2,2,2,2,2,4,5,4,4,4,4,3,4,3,0,0.0,1
Male,Loyal Customer,47,Business travel,Business,899,5,5,5,5,2,5,5,5,5,4,5,4,5,3,0,0.0,1
Female,Loyal Customer,45,Business travel,Business,2243,1,1,1,1,3,3,1,5,5,5,5,3,5,4,0,0.0,1
Male,Loyal Customer,54,Business travel,Business,386,2,2,2,2,3,5,4,2,2,2,2,5,2,4,24,22.0,0
Female,Loyal Customer,44,Business travel,Business,3268,1,1,1,1,5,4,4,4,4,4,4,3,4,5,2,0.0,1
Female,disloyal Customer,32,Business travel,Eco,357,1,0,1,3,5,1,5,5,1,4,1,3,2,5,0,0.0,0
Female,Loyal Customer,52,Business travel,Eco Plus,429,2,2,2,2,4,2,5,2,2,2,2,1,2,3,0,2.0,0
Female,disloyal Customer,24,Business travel,Eco,125,3,3,3,4,1,3,4,1,2,4,3,2,3,1,6,12.0,0
Female,Loyal Customer,26,Personal Travel,Eco,1074,3,5,3,2,1,3,1,1,4,5,5,3,5,1,0,0.0,0
Male,Loyal Customer,23,Personal Travel,Eco,297,2,5,2,4,5,2,5,5,5,5,5,4,5,5,31,19.0,1
Female,Loyal Customer,12,Personal Travel,Eco Plus,1670,2,3,2,1,5,2,5,5,5,2,5,1,4,5,0,0.0,1
Male,Loyal Customer,33,Business travel,Business,2465,4,4,4,4,2,2,2,2,5,4,5,3,5,2,0,0.0,0
Female,Loyal Customer,19,Personal Travel,Eco,404,3,3,3,3,3,3,3,3,1,2,4,1,3,3,0,1.0,0
Male,Loyal Customer,26,Personal Travel,Eco,319,2,4,2,1,4,2,4,4,3,2,5,2,3,4,0,24.0,0
Female,Loyal Customer,29,Business travel,Business,1431,5,5,5,5,3,4,3,3,3,3,5,5,4,3,110,93.0,1
Female,disloyal Customer,24,Business travel,Eco,348,3,1,3,3,3,3,3,3,3,5,3,1,3,3,11,27.0,0
Female,Loyal Customer,58,Personal Travel,Eco,977,3,4,3,3,3,5,5,2,2,3,3,3,2,4,4,13.0,0
Female,disloyal Customer,38,Business travel,Eco,637,3,3,2,1,1,2,1,1,3,1,2,3,4,1,17,21.0,0
Female,Loyal Customer,43,Personal Travel,Eco,819,1,3,1,3,2,4,3,1,1,1,1,4,1,3,0,0.0,0
Male,Loyal Customer,44,Personal Travel,Eco,327,3,3,3,4,4,3,4,4,3,3,4,3,4,4,15,6.0,1
Female,Loyal Customer,33,Personal Travel,Eco,190,3,5,3,1,2,3,2,2,3,5,4,4,4,2,0,0.0,0
Male,Loyal Customer,49,Business travel,Business,1726,5,5,5,5,4,3,4,5,5,5,5,5,5,5,0,0.0,1
Male,Loyal Customer,63,Business travel,Eco,2565,2,3,3,3,2,2,2,2,4,2,3,1,3,2,0,0.0,0
Male,Loyal Customer,39,Personal Travel,Eco,814,1,0,1,3,1,1,2,1,4,5,5,5,5,1,0,0.0,0
Female,Loyal Customer,42,Business travel,Eco,143,4,4,4,4,3,5,1,4,4,4,4,1,4,2,39,57.0,0
Male,Loyal Customer,50,Personal Travel,Eco,1041,3,4,3,1,4,3,3,4,4,5,5,3,4,4,30,25.0,1
Male,Loyal Customer,27,Business travel,Business,2866,4,1,4,4,4,4,4,4,4,3,5,5,4,4,9,0.0,1
Male,Loyal Customer,41,Business travel,Eco,156,2,5,5,5,2,2,2,2,4,1,4,5,2,2,36,28.0,0
Female,Loyal Customer,34,Business travel,Business,1511,2,2,2,2,1,5,3,4,4,4,4,3,4,3,1,64.0,1
Male,Loyal Customer,53,Business travel,Eco,1262,2,4,4,4,2,2,2,2,1,3,3,3,3,2,0,0.0,0
Male,disloyal Customer,61,Business travel,Business,338,4,4,4,5,5,4,5,5,5,5,4,5,4,5,0,0.0,1
Male,Loyal Customer,25,Personal Travel,Eco,641,4,1,4,3,5,4,5,5,2,4,4,2,3,5,0,0.0,1
Male,Loyal Customer,51,Business travel,Eco,436,1,3,3,3,1,1,1,1,4,5,3,2,4,1,0,11.0,0
Female,Loyal Customer,49,Business travel,Business,1654,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0.0,1
Male,Loyal Customer,9,Personal Travel,Eco,758,2,5,2,1,4,2,4,4,3,2,4,3,3,4,0,1.0,0
Female,Loyal Customer,53,Business travel,Eco,258,4,3,3,3,2,5,2,4,4,4,4,1,4,4,12,3.0,1
Female,Loyal Customer,31,Business travel,Eco Plus,436,3,1,1,1,3,3,3,3,3,5,3,3,4,3,54,44.0,0
Male,Loyal Customer,34,Business travel,Business,2369,1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,0.0,1
Female,Loyal Customer,49,Personal Travel,Eco,780,2,5,2,4,4,5,4,2,2,2,2,4,2,5,0,4.0,0
Female,Loyal Customer,26,Personal Travel,Eco,140,1,0,1,1,1,1,1,1,4,3,5,5,4,1,0,0.0,0
Female,disloyal Customer,80,Business travel,Eco,185,1,1,1,3,2,1,2,2,3,5,3,4,3,2,16,12.0,0
Male,disloyal Customer,23,Business travel,Eco,343,1,2,1,4,5,1,3,5,4,1,3,1,4,5,11,10.0,0
Male,disloyal Customer,22,Business travel,Eco,2342,3,3,3,3,3,3,3,3,3,2,2,4,3,3,17,6.0,0
Female,Loyal Customer,55,Business travel,Business,1965,0,4,0,5,3,4,4,3,3,3,3,5,3,5,54,55.0,1
Female,Loyal Customer,49,Personal Travel,Eco,1337,1,5,2,3,3,5,4,4,4,2,1,5,4,5,0,15.0,1
Male,Loyal Customer,9,Personal Travel,Eco Plus,195,3,3,3,4,4,3,4,4,3,5,4,4,4,4,0,0.0,1
Male,Loyal Customer,28,Personal Travel,Eco,356,3,4,5,4,2,5,2,2,2,5,4,1,4,2,42,32.0,0
Female,Loyal Customer,54,Business travel,Business,2248,2,3,3,3,3,2,3,2,2,2,2,1,2,3,0,0.0,0
Male,Loyal Customer,33,Business travel,Business,395,1,1,2,1,3,4,3,3,1,5,5,5,1,3,5,0.0,0
Female,Loyal Customer,11,Personal Travel,Eco,101,3,5,3,2,2,3,2,2,5,3,1,3,4,2,0,0.0,0
Female,Loyal Customer,12,Business travel,Business,2036,3,3,3,3,4,4,4,4,5,4,2,3,2,4,0,1.0,1
Male,Loyal Customer,34,Business travel,Business,985,1,3,3,3,4,3,3,1,1,2,1,2,1,2,1,14.0,0
Male,Loyal Customer,30,Personal Travel,Eco,948,1,3,1,4,4,1,4,4,2,1,4,2,4,4,9,16.0,0
Male,Loyal Customer,56,Business travel,Business,2418,1,1,1,1,2,5,4,4,4,4,4,3,4,5,14,5.0,1
Female,Loyal Customer,25,Business travel,Business,1069,3,3,3,3,4,5,4,4,5,5,5,4,1,4,0,0.0,1
Female,disloyal Customer,25,Business travel,Eco,909,3,3,3,4,5,3,2,5,3,1,3,4,3,5,22,20.0,1
Female,Loyal Customer,8,Personal Travel,Eco,767,4,5,4,2,1,4,1,1,3,5,4,4,5,1,0,0.0,0
Female,disloyal Customer,21,Business travel,Eco,840,1,1,1,5,5,1,5,5,4,2,4,4,5,5,0,0.0,1
Female,Loyal Customer,52,Business travel,Business,1605,2,2,2,2,4,4,4,5,5,5,5,5,5,3,0,0.0,1
Male,Loyal Customer,39,Business travel,Business,1832,2,4,4,4,5,3,4,2,2,1,2,1,2,4,0,0.0,0
Female,Loyal Customer,36,Personal Travel,Business,551,2,4,2,3,5,5,1,5,5,2,5,2,5,1,0,0.0,1
Female,Loyal Customer,49,Business travel,Business,1797,2,2,2,2,4,5,4,5,5,5,5,4,5,5,11,0.0,1
Female,disloyal Customer,39,Business travel,Business,404,5,5,5,1,1,5,4,1,4,3,5,3,2,1,0,1.0,0
Male,disloyal Customer,48,Business travel,Eco,1050,2,1,1,4,1,1,1,1,2,4,1,3,2,1,0,6.0,0
Male,Loyal Customer,34,Personal Travel,Eco,187,1,5,1,3,4,1,2,4,4,3,5,3,4,4,0,0.0,0
Male,Loyal Customer,57,Business travel,Eco,374,2,2,2,2,2,2,2,2,3,1,2,1,2,2,6,14.0,0
Female,Loyal Customer,47,Business travel,Business,121,5,5,5,5,2,4,4,4,4,5,4,5,4,5,0,2.0,1
Female,Loyal Customer,14,Business travel,Business,2835,2,4,4,4,2,2,2,2,3,5,3,1,3,2,0,0.0,0
Female,Loyal Customer,20,Personal Travel,Eco,677,1,3,1,3,2,1,2,2,3,1,4,4,4,2,20,17.0,0
Male,Loyal Customer,13,Personal Travel,Eco,677,3,5,3,1,5,3,5,5,1,1,3,5,1,5,0,0.0,1
Female,Loyal Customer,15,Business travel,Business,200,2,3,3,3,1,2,2,1,1,5,3,2,4,1,0,0.0,0
Female,Loyal Customer,47,Business travel,Business,1725,5,5,5,5,3,5,4,4,4,4,4,3,4,4,10,4.0,1
Male,Loyal Customer,44,Business travel,Eco,315,4,5,3,5,4,4,4,4,2,1,2,1,2,4,1,0.0,0
Male,Loyal Customer,52,Business travel,Business,3641,2,2,2,2,5,1,3,4,4,4,4,5,4,1,0,0.0,1
Male,Loyal Customer,47,Business travel,Eco,651,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,5.0,0
Female,Loyal Customer,29,Personal Travel,Eco,2329,4,4,4,4,3,4,3,3,5,2,5,3,5,3,1,0.0,1
Female,Loyal Customer,58,Business travel,Business,3407,0,4,1,1,4,5,5,4,4,4,4,4,4,4,0,0.0,1
Male,disloyal Customer,35,Business travel,Business,937,3,3,3,1,1,3,1,1,5,3,5,3,5,1,1,22.0,0
Female,Loyal Customer,16,Personal Travel,Eco,532,3,5,3,4,2,3,2,2,3,5,4,5,5,2,0,0.0,0
Male,disloyal Customer,21,Business travel,Eco,966,4,4,4,3,2,4,2,2,5,3,5,4,4,2,0,4.0,0
Male,disloyal Customer,33,Business travel,Eco,550,3,2,3,3,3,3,3,3,4,1,4,2,3,3,0,0.0,0
Male,Loyal Customer,43,Business travel,Business,308,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0.0,1
Male,Loyal Customer,28,Business travel,Business,806,2,1,2,2,5,5,5,5,4,5,4,3,4,5,0,0.0,1
Male,Loyal Customer,53,Business travel,Business,541,2,2,2,2,1,3,4,2,2,2,2,1,2,3,18,11.0,0
Female,Loyal Customer,52,Business travel,Business,2338,1,1,1,1,4,4,4,1,1,1,1,3,1,2,30,26.0,0
Female,Loyal Customer,43,Personal Travel,Eco,301,3,4,3,3,5,4,5,4,4,3,2,4,4,5,0,0.0,1
Female,Loyal Customer,62,Personal Travel,Eco,1235,2,4,2,3,5,3,4,4,4,2,4,2,4,3,26,4.0,1
Male,Loyal Customer,31,Business travel,Business,1334,1,1,1,1,5,5,5,5,5,4,4,4,4,5,0,0.0,1
Male,Loyal Customer,63,Personal Travel,Eco,2075,3,5,3,1,1,3,1,1,3,2,5,2,4,1,0,0.0,0
Male,Loyal Customer,54,Business travel,Business,2144,4,4,4,4,4,4,5,5,5,5,4,5,5,5,0,0.0,1
Male,Loyal Customer,11,Personal Travel,Eco,515,2,4,2,5,1,2,1,1,4,3,4,3,4,1,9,14.0,0
Female,Loyal Customer,9,Personal Travel,Eco,2288,3,2,4,3,3,4,1,3,1,5,4,3,3,3,28,17.0,0
